file_name,parent_file_train,number_of_segments_train,number_of_voices_parent_train,parent_label_train,segment_label_train,noisy,extra_sounds,notes,Noisy,extra sounds,Notes
mpg48m5spaq51_processed_10,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mpg48m5spaq51_processed_11,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mpg48m5spaq51_processed_12,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mpg48m5spaq51_processed_13,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mpg48m5spaq51_processed_14,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mpg48m5spaq51_processed_15,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mpg48m5spaq51_processed_16,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mpg48m5spaq51_processed_17,mpg48m5spaq51,18,28.0,0.0,0.0,0.0,,,0.0,,
mrkrwoz7qs971_processed_0,mrkrwoz7qs971,6,3.0,1.0,0.0,0.0,water splash,,0.0,,
mrkrwoz7qs971_processed_1,mrkrwoz7qs971,6,3.0,1.0,0.0,0.0,,,0.0,,
mrkrwoz7qs971_processed_2,mrkrwoz7qs971,6,3.0,1.0,1.0,0.0,water splash,,0.0,,
mrkrwoz7qs971_processed_3,mrkrwoz7qs971,6,3.0,1.0,1.0,0.0,"water splash, laugh",,0.0,,
mrkrwoz7qs971_processed_4,mrkrwoz7qs971,6,3.0,1.0,1.0,0.0,"laugh, shouting",,0.0,,
mrkrwoz7qs971_processed_5,mrkrwoz7qs971,6,3.0,1.0,0.0,0.0,laugh,,0.0,,
mta9j16sw7971_processed_0,mta9j16sw7971,5,2.0,2.0,2.0,0.0,,,0.0,,
mta9j16sw7971_processed_1,mta9j16sw7971,5,2.0,2.0,2.0,0.0,shouting,,0.0,,
mta9j16sw7971_processed_2,mta9j16sw7971,5,3.0,2.0,1.0,0.0,car horns,,0.0,,
mta9j16sw7971_processed_3,mta9j16sw7971,5,3.0,2.0,1.0,0.0,loud speakers,,0.0,,
mvkwg07padw61_processed_0,mvkwg07padw61,6,9999.0,1.0,0.0,1.0,crowd,,1.0,,
mvkwg07padw61_processed_1,mvkwg07padw61,6,9999.0,1.0,1.0,0.0,,,1.0,,
mvkwg07padw61_processed_2,mvkwg07padw61,6,9999.0,1.0,0.0,0.0,,,1.0,,
mvkwg07padw61_processed_3,mvkwg07padw61,6,9999.0,1.0,0.0,0.0,crowd,,1.0,,
mvkwg07padw61_processed_4,mvkwg07padw61,6,9999.0,1.0,0.0,1.0,music,,1.0,,
mvkwg07padw61_processed_5,mvkwg07padw61,6,9999.0,1.0,0.0,0.0,,,1.0,,
my29g93sck271_processed_0,my29g93sck271,6,2.0,0.0,0.0,0.0,music,,0.0,,
my29g93sck271_processed_1,my29g93sck271,6,2.0,0.0,0.0,0.0,music,,0.0,,
my29g93sck271_processed_2,my29g93sck271,6,2.0,0.0,0.0,0.0,music,,0.0,,
my29g93sck271_processed_3,my29g93sck271,6,2.0,0.0,0.0,0.0,music,,0.0,,
my29g93sck271_processed_4,my29g93sck271,6,2.0,0.0,0.0,0.0,music,,0.0,,
my29g93sck271_processed_5,my29g93sck271,6,2.0,0.0,0.0,0.0,music,,0.0,,
mym3ighjzsa71_processed_1,mym3ighjzsa71,2,2.0,2.0,2.0,0.0,,,0.0,,
mz9ghl1azoh61_processed_0,mz9ghl1azoh61,2,3.0,0.0,0.0,0.0,,,0.0,,
mz9ghl1azoh61_processed_1,mz9ghl1azoh61,2,3.0,0.0,0.0,0.0,,,0.0,,
n0ekog764gj61_processed_0,n0ekog764gj61,3,9999.0,2.0,2.0,1.0,crowd,,1.0,,
n0ekog764gj61_processed_1,n0ekog764gj61,3,9999.0,2.0,2.0,1.0,"crowd, shouting",,1.0,,
n1sb7uktynz51_processed_0,n1sb7uktynz51,2,2.0,0.0,0.0,0.0,car horns,,0.0,,
n1sb7uktynz51_processed_1,n1sb7uktynz51,2,2.0,0.0,0.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_0,n4fckc6j9vk61,9,4.0,2.0,1.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_1,n4fckc6j9vk61,9,4.0,2.0,1.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_2,n4fckc6j9vk61,9,4.0,2.0,1.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_3,n4fckc6j9vk61,9,4.0,2.0,1.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_4,n4fckc6j9vk61,9,4.0,2.0,2.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_5,n4fckc6j9vk61,9,4.0,2.0,2.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_6,n4fckc6j9vk61,9,4.0,2.0,1.0,0.0,music,,0.0,,
n4fckc6j9vk61_processed_7,n4fckc6j9vk61,9,4.0,2.0,1.0,0.0,,,0.0,,
n4fckc6j9vk61_processed_8,n4fckc6j9vk61,9,4.0,2.0,1.0,0.0,,,0.0,,
n54pklj4xx371_processed_0,n54pklj4xx371,2,9999.0,0.0,0.0,1.0,motorbike engine,no voices,0.0,,
n54pklj4xx371_processed_1,n54pklj4xx371,2,9999.0,0.0,0.0,1.0,,,0.0,,
n67lcufslh371_processed_0,n67lcufslh371,6,3.0,3.0,2.0,0.0,,,0.0,,
n67lcufslh371_processed_3,n67lcufslh371,6,3.0,3.0,3.0,0.0,punch,,0.0,,
n7owqsp6oq261_processed_0,n7owqsp6oq261,2,1.0,1.0,0.0,0.0,music,,0.0,,
n7owqsp6oq261_processed_1,n7owqsp6oq261,2,1.0,1.0,1.0,0.0,music,,0.0,,
nc6aha1m92171_processed_0,nc6aha1m92171,2,1.0,1.0,1.0,0.0,"music, speech",music overlaps with person talking,0.0,,
nc6aha1m92171_processed_1,nc6aha1m92171,2,1.0,1.0,1.0,0.0,"music, speech",music overlaps with person talking,0.0,,
nd05z9f53yj51_processed_0,nd05z9f53yj51,5,9999.0,1.0,1.0,1.0,honking,,0.0,,
nd05z9f53yj51_processed_1,nd05z9f53yj51,5,9999.0,1.0,1.0,1.0,honking,,0.0,,
nd05z9f53yj51_processed_2,nd05z9f53yj51,5,9999.0,1.0,1.0,1.0,"honking, sirens",,0.0,,
nd05z9f53yj51_processed_3,nd05z9f53yj51,5,9999.0,1.0,1.0,1.0,"honking, sirens",,0.0,,
nerbo0uctml61_processed_0,nerbo0uctml61,2,9999.0,3.0,3.0,1.0,blast,,0.0,,
nerbo0uctml61_processed_1,nerbo0uctml61,2,9999.0,3.0,3.0,1.0,blast,,0.0,,
netvdni88wa71_processed_0,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
netvdni88wa71_processed_1,netvdni88wa71,13,6.0,3.0,2.0,0.0,,,0.0,,
netvdni88wa71_processed_2,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
netvdni88wa71_processed_3,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
netvdni88wa71_processed_6,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
netvdni88wa71_processed_7,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
netvdni88wa71_processed_8,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
netvdni88wa71_processed_9,netvdni88wa71,13,6.0,3.0,2.0,0.0,,,0.0,,
netvdni88wa71_processed_10,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
netvdni88wa71_processed_11,netvdni88wa71,13,6.0,3.0,0.0,0.0,,,0.0,,
netvdni88wa71_processed_12,netvdni88wa71,13,6.0,3.0,1.0,0.0,,,0.0,,
nf94539da0b61_processed_0,nf94539da0b61,4,1.0,0.0,0.0,0.0,,,0.0,,
nf94539da0b61_processed_1,nf94539da0b61,4,1.0,0.0,0.0,0.0,,,0.0,,
nf94539da0b61_processed_2,nf94539da0b61,4,1.0,0.0,0.0,0.0,,,0.0,,
nf94539da0b61_processed_3,nf94539da0b61,4,1.0,0.0,0.0,0.0,,,0.0,,
nfnb7w9wdqy61_processed_2,nfnb7w9wdqy61,7,9999.0,3.0,3.0,1.0,fight,,1.0,,
ngabrpvbte771_processed_0,ngabrpvbte771,3,2.0,1.0,1.0,0.0,,,0.0,,
ngabrpvbte771_processed_1,ngabrpvbte771,3,2.0,1.0,1.0,0.0,,,0.0,,
ngv8c67p6d671_processed_0,ngv8c67p6d671,10,6.0,2.0,0.0,0.0,radio news,,0.0,,
ngv8c67p6d671_processed_1,ngv8c67p6d671,10,6.0,2.0,0.0,0.0,radio news,,0.0,,
ngv8c67p6d671_processed_4,ngv8c67p6d671,10,6.0,2.0,1.0,0.0,shouting,,0.0,,
ngv8c67p6d671_processed_9,ngv8c67p6d671,10,6.0,2.0,0.0,0.0,radio news,,0.0,,
ni3xrznfawq61_processed_0,ni3xrznfawq61,5,1.0,0.0,0.0,0.0,music,,0.0,,
ni3xrznfawq61_processed_1,ni3xrznfawq61,5,1.0,0.0,0.0,0.0,music,,0.0,,
ni3xrznfawq61_processed_2,ni3xrznfawq61,5,1.0,0.0,0.0,0.0,music,,0.0,,
ni3xrznfawq61_processed_3,ni3xrznfawq61,5,1.0,0.0,0.0,0.0,"concert, crowd",,1.0,,
ni3xrznfawq61_processed_4,ni3xrznfawq61,5,1.0,0.0,0.0,1.0,"concert, crowd",,1.0,,
nmktwl1ulji51_processed_0,nmktwl1ulji51,9,9999.0,1.0,0.0,1.0,crowd,,0.0,,
nmktwl1ulji51_processed_1,nmktwl1ulji51,9,9999.0,1.0,1.0,1.0,"crowd, laughter",,0.0,,
nmktwl1ulji51_processed_2,nmktwl1ulji51,9,9999.0,1.0,1.0,1.0,"crowd, laughter, clap",,0.0,,
nmktwl1ulji51_processed_3,nmktwl1ulji51,9,9999.0,1.0,1.0,1.0,crowd,,0.0,,
nmktwl1ulji51_processed_4,nmktwl1ulji51,9,9999.0,1.0,0.0,1.0,,,1.0,,
nmktwl1ulji51_processed_5,nmktwl1ulji51,9,9999.0,1.0,0.0,0.0,,,1.0,,
nmktwl1ulji51_processed_6,nmktwl1ulji51,9,9999.0,1.0,0.0,0.0,,,1.0,,
nmktwl1ulji51_processed_7,nmktwl1ulji51,9,9999.0,1.0,0.0,0.0,,,1.0,,
nmktwl1ulji51_processed_8,nmktwl1ulji51,9,9999.0,1.0,0.0,0.0,,,1.0,,
novps5rd9bm51_processed_0,novps5rd9bm51,5,1.0,0.0,0.0,0.0,"music, karaoke",,0.0,,
novps5rd9bm51_processed_1,novps5rd9bm51,5,1.0,0.0,0.0,0.0,"music, karaoke",,0.0,,
novps5rd9bm51_processed_2,novps5rd9bm51,5,1.0,0.0,0.0,0.0,"music, karaoke",,0.0,,
novps5rd9bm51_processed_3,novps5rd9bm51,5,1.0,0.0,0.0,0.0,"music, karaoke",,0.0,,
novps5rd9bm51_processed_4,novps5rd9bm51,5,1.0,0.0,0.0,1.0,"music, karaoke",,0.0,,
nr1mxisufl071_processed_0,nr1mxisufl071,2,9999.0,0.0,0.0,1.0,crowd,,1.0,,
nr1mxisufl071_processed_1,nr1mxisufl071,2,9999.0,0.0,0.0,1.0,"crowd, clapping",,1.0,,
nrnc23a699p51_processed_0,nrnc23a699p51,2,4.0,2.0,2.0,0.0,fighting,,1.0,,
nrnc23a699p51_processed_1,nrnc23a699p51,2,4.0,2.0,2.0,0.0,fighting,,1.0,,
nsr9wssxfu971_processed_4,nsr9wssxfu971,31,6.0,3.0,2.0,0.0,,audio sounds  broken,0.0,,
nsr9wssxfu971_processed_5,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,,0.0,,
nsr9wssxfu971_processed_7,nsr9wssxfu971,31,6.0,3.0,2.0,0.0,,,0.0,,
nsr9wssxfu971_processed_8,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,,0.0,,
nsr9wssxfu971_processed_10,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_12,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_14,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_16,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_17,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_18,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_20,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_21,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_22,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_23,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_24,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
